回首过去的2020 真的是像做了一场午后梦一般 疫情的突发使我的生活里面也徒增了些不该有的事和人。网课的日子回想起来真的不堪但好的坏的 都是经历 都是成长 我都接受并会一直向前2021年：会忘记过去 会开心 会努力 会自律6月7，8号更会不辜负自己这十几年来的学生之涯 . 高考顺利！会和更好的自己去远方看不一样的景 遇见更优秀的人 收起全文d
#华晨宇我们一起跨年8# hcy#华晨宇#今天是2021的第一天，昨天是跨年夜。酝酿了一整天，终于还是敲下这段文字。我真的好想见到他。作为2020的新粉，我没有去过演唱会，没有追过线下，没有见过他，连补以前的舞台都来不及，现在的也看来不及。但是，我还是在无比期待着他下一个舞台的出现，喜欢看他看见现场时眼里的光当时入坑的时候，是网课刚刚开始一周左右。记得那段时间疯狂刷小破站，恨不得把他以前的舞台都看一遍，可是到现在我也只看了小小一部分。我看着微博上很多的老歌迷们写的文章，画的画，我都会觉得大家都很优秀，我也要努力学习，努力强大自己，才有资格与大家相约红海。叽叽歪歪又说了好多奇奇怪怪的话，现在回来讲昨天的跨晚了。反正就很帅啊啊啊啊啊啊啊啊啊很好听很上头啊啊啊啊啊啊啊啊啊。我看到了他cue鼠鼠了！比心！彩带！钢琴！还有蹦蹦跳跳的小华！这就是演唱会吧还有小疯子最后结束的时候，我听到火姐接了火娃的歌词太好了2021一起静候春暖花开2022我们火星见！ 收起全文d
上一年超级不一样啊很多从来没想过的事情都发生了停课，网课，高考延迟。然后，复读。也停止追逐易先生了六年的喜欢成为了无法言说的遗憾啊有些事情变了就是变了，没办法避免的可是啊，我有周先生✨了也慢慢开始去了解老唐这个人还有攀攀，老秦，堂堂，小先生他们那社人但还是习惯很多事情都憋在心里沉默不语感觉被生活磨掉了一部分锐气和热情我不愿意主动去靠近别人也不希望别人来靠近我我所有的温柔和偏爱都给值得的人爱我的和我爱的2021，一切顺意 收起全文d
薛之谦2020年经历了疫情网课，经历了中考，经历了三个月的高中生活，很累但也很充实，在未知的道路上探寻成功的脚步，2021年的目标就是比2020年的自己更努力更优秀！双向奔赴才是爱，@薛之谦 我来啦！ L幽谷百合GYJ的微博视频
the9the92021年了，对之前追THE9做一个总结（有点长，看不下去看最后就行）第一次知道青你这个节目是因为刷知乎时看到广告知道Lisa会来一档选秀节目，我不是BP的粉，但她们的歌挺好听，都长得很好看。然后我就在网上看到了雪儿的黑料，我就觉得这啥啊，有黑料还来参加节目。之后节目开播，虽然疫情上网课，但是我们会放假一天没有课，然后那天顺便看了一下（蹭我姐的一起看，本来要高考了没打算追任何综艺）正好看到了安崎那里，然后是Kiki，觉得实力很不错。看到虞书欣感到聒噪，觉得好迷惑，怎么会有那么做作的人。看到孔雪儿赵小棠的舞台，弹幕都在刷孔雪儿黑料，我就觉得，这样的人不能出道吧。后来开学，虽然我不看节目，但无奈青你二太火了，好多梗我都知道。我一放假打开B站，就会有推荐（因为那时候看上泫雅了，所以给我推很多唱跳视频）我看到了虞书欣的《我怎么这么好看》的直拍。我觉得她跳的好可爱，感觉跳舞也不是那么不行。后来那段时间刷了很多🐟 的视频，觉得她很真实，我已经习惯她作作的了，就比较喜欢她。热搜看到了棠姐，觉得她性格很率真，很拽，我很喜欢。然后我班上有放喻言视频的《易燃易爆炸》（视频有限制啥也没有体现出来，也没有仔细看长什么样）觉得长得更很多网红一样也就一般吧。后来超喜欢🐟 她的直拍我看了很多遍。青你快要决赛了，才知道有刘雨昕这个人，我姐说她实力很强，但我之前一点都不知道她，怎么突然冒出这么一个人。强就强呗，出道我喜欢强的。决赛夜看了，舞台观感很不好，现场很闹，《猎》车祸，感觉节目组很穷，场景布置的不可。第一次看到陆柯燃，选C看到她跳舞，跳到最后头发乱了（我是一个有时候要求严格的甚至不过脑子的人）觉得，这实力不能出道吧，头发都乱了。《猎》给我观感很一般，但是Kiki很酷。“不闻其人先闻其声”的刘雨昕出场了，Just little bit舞台看到刘的衣服很不错，和尚一样的半不漏手臂的服装蛮戳我的，而且长的不错，有好感，舞台感受忘记了，那天晚上我的观感都很不好。之前我预测的比较火的几位选手，如🐟 🍬 安崎❄️ Kiki，后来知道的刘雨昕都成团了，我也不意外，然后喻言shaking成团我完全不认识有点出乎我的意料，因为我以为就是我认识那几个很火的人出道。后来公布第九名我以为会是金，因为我姐很喜欢她我也就有好感，后来是我不看好的那个妹妹出道了，两个中性风，这还是我认为的女团吗。（我之前完全get不到中性风，甚至知道刘雨昕是中性风我还有一点失望）反正我就觉得，这个团真……无聊，不看了（没想到我的感想那么长，赶一篇作文了，下次更）@THE9官博 收起全文d
2020 被疫情偷的了半年 春节假期一度延续到了八月份浏览百度云里的照片平淡无奇的1月2月 寡淡的没有一张照片是有纪念意义的 二月多了些网课截图3月 失恋了 家里的陈年旧事也在疫情的发酵下 发烂发臭 低迷时期感谢陪伴4月开始准备考研 开始健身5月 夏天回来了6月 第一次尝试做生意 和小伙伴暮色出动 架起摊位后就开始聊天 遇见形形色色的人 第二次腹死胎中…7月 终于圆梦了 重庆/成都之旅 和想象中一样 市井风情 川渝魅力 喜欢8月 见了两年未见的朋友们 以及短暂的悸动 止于了现实 接到了开学的通知9月 武汉你好 回到了学校10月 实践中认识了因果论11月 搬到了二楼自习室 认识了很多朋友 感谢相遇12月 完成了牵绊许久的旅行“2021 你好鸭” L薯片哥儿的微博视频 收起全文d
Procreate 2021第一张图 。让今年勤快起来，准备报儿插班。有好的网课推荐吗
跨年夜接到一个北京号码，对方是某幼儿网课的顾问，听声音是个年轻姑娘。她说我的原价券还有几小时就过期了，考不考虑续费呢。已经晚上八点多，听筒那边背景音嘈杂，是办公室那种嘈杂。我想除了和我打电话的姑娘，那里大概还有很多年轻人，为了业绩指标，在做着今年最后的努力。希望这个网课企业明年能改一改营销方式，不要让员工们在跨年夜加班卖课了，毕竟不是什么行业都适合跟电商直播一样，在零点到来前冲一冲的，所以该休息的时候还是休息吧。@火花思维 收起全文d
刘雨昕💙#刘雨昕正能量偶像#2021💙我会一直在💙真的太多感慨了，2020经历了太多痛苦，悲伤，但又很开心，因为遇见了你。遇见你以后，我的世界突然明亮了起来，你像一束光照进来，本来我想着，网课嘛，不就是装装样子嘛，不用认真学习，但是遇见你我才知道，不能放过任何一个机会，你松懈了一点，别人就会赶超你一大截，你是我的光，我一直在朝你的地方奔去，我会努力实现我的目标，不会放弃了💙@THE9-刘雨昕 感谢遇见💙我会一直在💙元旦快乐🌟🌟🌟 收起全文d
the9✨ #the9闪耀未来#终于 我们的THE9也长大了回想以前的舞台和现在，大家都在一点进步。以前hf天天喊糊的女团变的越来越耀眼了☺️还记得第一次相见是在青春有你2网课那些时间我认实了帅气的刘老师可可爱爱的欣欣子迷人的小狐狸kⅰkⅰ憨憨的喻言人小志气高的安队超强的可寅呆萌的雪儿酷炫的棠姐飒飒的柯柯无限可能不被定义THE9闪耀未来可期🌟接下来的路我们和你们一起@THE9-刘雨昕 @THE9-虞书欣 @THE9-许佳琪 @THE9-喻言 @THE9-谢可寅 @THE9-安崎 @THE9-陆柯燃 @THE9-赵小棠 @THE9-孔雪儿 @THE9官博 L酥染可可粉的微博视频 收起全文d
#2021第一条微博#2021年的第一天11点47醒来2点半和室友去吃小火锅4点在宿舍写述职报告 刷课然后刷抖音 睡觉 领外卖 网抑云时刻 傅璎女孩 狗焕德善
今天下午下了网课穿个拖孩散步去隔壁商场，买了21个币投了7次球，投到手臂酸掉也是被最高纪录吊打，但是最后心满意足地干完最后三个币就跳着回家继续写报告了，心情愉悦btw，这条是想凑个热闹2021还是最想最想_做我自己，永远快乐小陈
新的一年，总结一下我的2020(梅梅拖着不去洗澡，写下了这段文字年初，新冠疫情它不悲不喜的来了，我们却带着欢呼迎来了20202月的我已经在家呆了快一个月，可是总是担心着自己和家人感染上新冠3月里天气越来越暖和，弟弟开始了网课学习，而我也开始找实习，首先，它并不顺利，面试什么就挂什么，真的心灰意冷4月 好像还在找实习，爸爸妈妈已经出去打工了，弟弟也去了学校，留下我和爷爷在学校，不得不说那是我和爷爷独处的最珍贵的时光，每天的小鱼小虾，我随便提起的一句想吃小馄饨，第二天便能吃到的感动都历历在目，这就是我浪漫的爷爷。4月里毕设也在进行，老师说的创新点我听不懂，委屈的哭了，然后去找张天戈老师，他表扬了张亮老师的点子，还提供了解决方法，我很幸运，遇到了这么多好老师5月 我的实习找的接近尾声，我去了哔哩哔哩，虽不是很满意，但可能也是能力上限了，距离我和爷爷分别的时光越来越短，中间收了麦子，我和妹妹帮了爷爷许多，真的很开心6月 我和妹妹来了上海开始实习，也意味着我要离开爷爷啦，可是崭新的生活也开始啦，我和小豪分别了6个月，重新见面，很开心 中间写完了小论文并投了出去，虽然是个垃圾会议，但是还是挺开心还带小豪豪见了爸爸妈妈，他们都很喜欢小豪，我也很开心7月 实习有条不紊的在进行，我见了解旻，快乐8月 我参加了转正答辩，但是结果似乎很垃圾，我选择离开，回到学校开始写毕业论文啦，在开始面试啦，又开始新一轮的找工作 还去了小豪家，很喜欢小豪家人，希望以后相处愉快哦，因为找工作还没吃成海鲜，血亏，下次一定，嘻嘻9月 这可能是最充实的9月，因为自己太浪了，所以熬夜肝论文，所幸虽有惊险，但是论文过了10月 11月 12月 收获了一些offer，拍了毕业照🎓，真的喜欢我家解旻，能够陪我拍毕业照嘻嘻，同时，我也失去了我前20年生活中最要好的朋友，再见了 不过我确实浪了3个月，放弃了考公务员，还是有点小遗憾，希望以后不要这样哦最后，年末，小豪被我凶哭了，哈哈哈哈，2020小豪的第一次哭和最后一次哭我都记得，小豪接问题了，那你记得我的吗？对了，我还给阿毛介绍了对象，成功了哦，嘻嘻我很开心还有一件很难过的事，就是爷爷生病了，妈妈过年也要做个手术，希望他们身体都能够健康，平安顺遂是对我这个要步入社会的成年人的最大的尊重了2021我就不立flag了，我去西湖等你们，小豪，肖老师，爸妈，爷爷，弟弟妹妹，解旻，阿毛，我爱的所有人 收起全文d
快点结婚吧 //@没有从前哪有以后:网课和甜甜的恋爱我当然选后者！
#回顾2020# 大家都说这一年是不平凡的一年，于我，于大家，于整个世界都是不平凡的。遇到了人生中难忘的大事“新冠疫情”，很多往年的惯例也被打破了，比如只去了重庆，没有了春秋游，在家上了好久的网课，延迟了中考，告别了三年的初中生活，进了沙高开始了新旅途，住宿了，结识了新朋友，喜欢上了理科，爱上了看小说，写了几篇同人文，自学了舞蹈，得到一份不一般的生日礼物，养成了写日记的习惯，带爸爸粉了一博，入了韩圈，买了许多周边，参加了元旦汇演...2020年的日子是轰轰烈烈的，我做了许多喜欢的事，也在所谓的“高中”这样一个环境下长大，向着“成年”迈步子。有惊喜也有遗憾，这是不可忘却的一年啊。#你好2021# 对于2021年，我希望我能做更多喜欢的事，希望能更有效的学习，希望再坚强点，希望我们都平安喜乐。 2太仓市 收起全文d
2020居然就这么过去了上半年网课一直在划水让我深刻地感受到了自己的自律性是如此薄弱薄弱到可以忽略不计2020年的上半年也是我17年来经过的最特殊的一个时期因为疫情我们被迫宅在家中不能拜年不能随意外出虽然少了一些以往过年的乐趣但多了和家人好好相处的时间也让我更加感受到了亲人对我的爱比较后悔的是没能和阿爸学做菜通过疫情我也深刻的感受了国家的伟大和我们这个民族刻在骨血里的对生命的敬重五一过后我们就开学了上了两个月的课放了十天的暑假就回校我就成了一名高三生了身边的同学都变得更刻苦努力了可我却依旧无所事事甚至看完了一到八的盗笔后悔没能早点看但也庆幸能遇上铁三角成绩起落不定所以2021年新的一年距离高考仅有一百五十多天我一定要调整好自己把数学这块难啃的硬骨头啃下来把成绩稳下来才能不辜负关心我的爱我的人的期待！ 收起全文d
考研倒计时353天✔️单词100✔️教原第一章基础➕强化班✔️教原第一章知识点✔️看论文➕写论文（进度3/5）✔定️寒假学习计划跟整理要看的网课✔️读书➕读书❎长难句（发现一天写一个太麻烦了把一个文章拆开来分析怎么能行呢，所以改为一次写一篇了）❎总结和展望（可能因为是两个月后才交的寒假作业所以并不是很想动笔）晚上有一些些的情绪波动就啥也没有做导致两个任务没完成我觉得这样不行新的一年要做情绪的主人在平静中超越！ 收起全文d
#每日一善#2020可真是艰难，又是网课又是封校又是高考的，还离开家这么远来上学，成长了许多，2021希望可以更加好运一点吧！
王源#联合国儿童基金会大使王源##chopard萧邦品牌大使王源##王源大主宰##环球人物专栏王源说##源基金# 王源拥有着“环球人物专栏作者王源”、“歌手王源”、“联合国儿童基金会大使”、“演员王源”多重身份，近期也担任了人民网的特邀主播 和各位大学生一起上网课，出自王源笔下的很多文章里的短句和歌词也在各界被广泛应用，并受到很多好评。支持公益事业的他创建了“源基金”带领大家一同支持公益事业，并把环球人物专栏写作稿费所得捐给源基金，正能量满满。这样多才多艺的王源谁不爱。 @TFBOYS-王源【wy vvy 二字 二字弟弟 xty】【王源联合国儿童基金会大使 】【王源环球人物专栏作家 】【王源 大主宰 】【王源 牧尘 】【演员 王源 】【王源 原创歌手 】【王源公益践行者 】【王源正能量 】【王源 源基金】【王源 生图 】【王源粉丝公益 】【王源粉丝优质教育 】 收起全文d
明天：早 听力 阅读下午 总结阅读错误+看作文网课晚 口语课+练
2021年收到的第一个好消息——我的cp是真的！！！早上一打开手机就被朋友的消息刷屏了，玄彬和孙艺珍在一起了！本以为只能靠cp粉幻想出来的事情竟然真的发生了！在看《爱的迫降》之前其实对他俩的作品也是略知一二，但真正开始磕cp还是在看了《爱的迫降》之后，磕cp着实上头，前后反反复复狂刷了六七遍，疫情网课也没放过刷剧磕cp的机会。最上头的那几天，甚至做梦都能梦到玄彬和孙艺珍在一起了每天盼着他俩官宣，不错过每一次看他俩同框的机会；把他俩合作的剧和电影都看好多遍都看不腻。今天看到这个消息我人都傻了，不是不希望他俩在一起，而是真的没想到这会是真的，我磕的cp竟然成真了！去微博反复确认，直到看到热搜，热搜第一：“玄彬孙艺珍”！！激动到不敢相信，2021第一天就有这么大的惊喜！实在太害怕这是假的，隔一会儿就去微博确认一下，关于他俩恋情的证实热搜越来越多。2021.1.1，“一骑绝尘”官宣的日子！希望2021一切都好，诸事如意。祝我的cp——彬尼和孙仙儿执子之手，与子偕老！ 收起全文d
2021第一天没想好这一年怎么过但是想从今天开个贴进行身材管理把所有吃和动都记录下来以后可能也记录别的东西开始吧①好像没拍吃了什么②跳绳3300个（大约40分钟）③高代丘维声矩阵网课结束④买了日历和一些收纳的东西一个笔袋⑤几套高代期末题（还挺难的）⑥逸夫自习不错！⑦自习期间要提高效率。 收起全文d
印象最深的有两次熬夜 一次是丁思语军训 我们打一晚上游戏 第二天白天我去她寝室睡觉 她去操场阅兵 谁听了不说一句牛逼 还有一次也是在她学校 我们打大乱斗打到天亮 还没打够 继续打到了中午 吃了午饭回她寝室 我太困了直接躺下 但是她突然得知英语网课要截止的消息 被迫读英语 在她读How are u的时候 我失去了意识 醒来的时候她和她室友在吃饭 我以为是凌晨 因为她们寝室经常半夜两三点煮东西 开口一问 发现已经第二天中午了 震惊我全家 那是我长这么大以来唯一一次一觉睡24小时 收起全文d
#新年快乐 实在是不想写年度总结了今年发生的事情太多了 对我对其他人都是 在家上了很久的网课 去学校实习 经历了抉择的变化 几乎大半时间都在奔波 好在最后还是得到了不错的结果最近的状态算不上很开心 有艰难的地方也有很幸运的地方 但是希望能继续努力 继往开来 渡过这个不太容易的时期吧 长夜之后就是黎明许一些21年的小愿望：1⃣️把车技练好 不要再吹风了 今年冬天真的好冷2⃣️下学期以及九月以后 希望我的教学能力得到提升 好好备课 pick住重难点 小朋友们都乖一点3⃣️身边的人都能快快乐乐 平平安安 健健康康4⃣️多多存钱 好好打工 快速适应 完成自己的三年小目标最后祝大家心想事成 苦尽甘来 收起全文d
2021年1月1日朋友店里呆了一天。儿子不知道是不是网课的缘故，最近一直动不动说我好无聊，然后就是要玩手机，感觉像着了魔一样，老母亲我真的有时候挺心累的，一方面担心他的眼睛不好，一方面又不知道该如何陪伴他，有时候感觉和儿子沟通存在挺大的代沟，哎，我需要提升自己，能更好的陪伴他 2慈溪市 收起全文d
网红速成课！我要报名🙋@庄小栋
我也来总结一下我的2020 过年的时候因为疫情麻将都没打几把（希望今年不会这样 ）接着就开始了漫长的网课时间 回学校后被封在学校里 考了四级 没过 大二的下学期天天在打牌 很快乐就对了 放假寝室一起去了名宿做饭 美其名曰给慧慧的实习践行 暑假在上海做了一个月的打工人后就再也不想上班了 见识到了什么叫做“厉害” 吴毅飞同学做了一个多月的吴老师 拿到的第一笔工资给我买了很多化妆品 接着我们就用他的第二笔工资出去玩了 开学后搬了第三次寝室 来了一个新室友 我又考了四级 完成了毕业论文答辩拍了毕业照 离毕业也就不远了 每天上着不属于我的专业课和必须上的数学课 日复一日 好不容易等到了跨年可却因为他们学校封校了没能一起过 在2020的最后一天 和刘千奔波在绍兴某个地方 听着滴滴司机的自言自语到了学校 洗洗就上床了 跟吴毅飞视频也算是一起跨过了这不太平的2020在2021年 有许多重要的事 一定要顺顺利利的 希望家人朋友平安健康 希望和吴毅飞同学越来越好 收起全文d
#2020年终总结#2020真的不容易，有很多遗憾也有很多快乐2020，好几次都是差一点就见到了我的宝贝然后因为各种意外错过，但也见到了别人的宝贝因为网课的摸鱼和生物钟，正式开学后经常上课睡觉成绩一跌再跌；有的时候真的觉得没有了希望，但生活还得继续不是吗？虽然2020错过了他们，但也去很多地方，去看了海参加了很多线下；和闺蜜一起打卡的感觉还不错，也认识了很多朋友，2020感谢遇见。2020遇到了挺多事的，也让我懂了许多，有的时候某些有权威的人也是靠不住的；表面一套背后一套的。希望2021能弥补2020的遗憾，去一个想去的地方 收起全文d
